data/Train/Video_pm/05616.npy	data/Train/Audio/05616.wav	노후 대비에서 부동산에 투자했는데 재개발에 들어간다고 해서 너무 잘 된 것 같아	7 32 23 37 4 8 25 12 44 16 29 14 28 4 12 37 8 32 65 14 24 48 16 29 4 21 37 17 24 23 25 64 7 42 48 8 29 4 17 25 5 25 12 24 52 16 29 4 8 42 52 16 28 5 24 48 8 24 5 32 4 23 25 14 28 4 7 28 11 37 4 17 24 52 4 8 35 48 4 5 28 63 4 5 24 69 16 24
data/Train/Video_pm/03626.npy	data/Train/Audio/03626.wav	젊을 때 열심히 일하면서 돈을 부지런히 모아서 지금 편하고 여유롭게 살 수 있는 것 같아	17 28 54 16 42 52 4 9 25 4 16 30 52 14 44 60 23 44 4 16 44 52 23 24 11 30 48 14 28 4 8 32 48 16 42 52 4 12 37 17 44 10 28 48 23 44 4 11 32 16 24 14 28 4 17 44 5 42 60 4 22 30 48 23 24 5 32 4 16 30 16 41 10 32 61 5 29 4 14 24 52 4 14 37 4 16 44 64 7 42 48 4 5 28 63 4 5 24 69 16 24
data/Train/Video_pm/06783.npy	data/Train/Audio/06783.wav	젊을 때 열심히 일하면서 돈을 부지런히 모아서 지금 편하고 여유롭게 살 수 있는 것 같아	17 28 54 16 42 52 4 9 25 4 16 30 52 14 44 60 23 44 4 16 44 52 23 24 11 30 48 14 28 4 8 32 48 16 42 52 4 12 37 17 44 10 28 48 23 44 4 11 32 16 24 14 28 4 17 44 5 42 60 4 22 30 48 23 24 5 32 4 16 30 16 41 10 32 61 5 29 4 14 24 52 4 14 37 4 16 44 64 7 42 48 4 5 28 63 4 5 24 69 16 24
data/Train/Video_pm/06056.npy	data/Train/Audio/06056.wav	젊을 때 열심히 일하면서 돈을 부지런히 모아서 지금 편하고 여유롭게 살 수 있는 것 같아	17 28 54 16 42 52 4 9 25 4 16 30 52 14 44 60 23 44 4 16 44 52 23 24 11 30 48 14 28 4 8 32 48 16 42 52 4 12 37 17 44 10 28 48 23 44 4 11 32 16 24 14 28 4 17 44 5 42 60 4 22 30 48 23 24 5 32 4 16 30 16 41 10 32 61 5 29 4 14 24 52 4 14 37 4 16 44 64 7 42 48 4 5 28 63 4 5 24 69 16 24
data/Train/Video_pm/06761.npy	data/Train/Audio/06761.wav	올해 연봉이 또 동결이라는 말을 들으니 다른 회사로 이직하고 싶어	16 32 52 23 25 4 16 30 48 12 32 65 16 44 4 9 32 4 8 32 65 5 30 52 16 44 10 24 7 42 48 4 11 24 52 16 42 52 4 8 42 52 16 42 7 44 4 8 24 10 42 48 4 23 35 14 24 10 32 4 16 44 17 44 45 23 24 5 32 4 14 44 70 16 28
data/Train/Video_pm/00949.npy	data/Train/Audio/00949.wav	올해 연봉이 또 동결이라는 말을 들으니 다른 회사로 이직하고 싶어	16 32 52 23 25 4 16 30 48 12 32 65 16 44 4 9 32 4 8 32 65 5 30 52 16 44 10 24 7 42 48 4 11 24 52 16 42 52 4 8 42 52 16 42 7 44 4 8 24 10 42 48 4 23 35 14 24 10 32 4 16 44 17 44 45 23 24 5 32 4 14 44 70 16 28
data/Train/Video_pm/09367.npy	data/Train/Audio/09367.wav	올해 연봉이 또 동결이라는 말을 들으니 다른 회사로 이직하고 싶어	16 32 52 23 25 4 16 30 48 12 32 65 16 44 4 9 32 4 8 32 65 5 30 52 16 44 10 24 7 42 48 4 11 24 52 16 42 52 4 8 42 52 16 42 7 44 4 8 24 10 42 48 4 23 35 14 24 10 32 4 16 44 17 44 45 23 24 5 32 4 14 44 70 16 28
data/Train/Video_pm/05953.npy	data/Train/Audio/05953.wav	라면 한 입 주면 과자 나눠 줄게	10 24 11 30 48 4 23 24 48 4 16 44 61 4 17 37 11 30 48 4 5 33 17 24 4 7 24 7 38 4 17 37 52 5 29
data/Train/Video_pm/05824.npy	data/Train/Audio/05824.wav	라면 한 입 주면 과자 나눠 줄게	10 24 11 30 48 4 23 24 48 4 16 44 61 4 17 37 11 30 48 4 5 33 17 24 4 7 24 7 38 4 17 37 52 5 29
data/Train/Video_pm/07800.npy	data/Train/Audio/07800.wav	회사에 유능한 직원들이 많이 들어오면서 내가 할 수 있는 일들은 적어지고 있는 것 같아	23 35 14 24 16 29 4 16 41 7 42 65 23 24 48 4 17 44 45 16 38 48 8 42 52 16 44 4 11 24 50 16 44 4 8 42 52 16 28 16 32 11 30 48 14 28 4 7 25 5 24 4 23 24 52 4 14 37 4 16 44 64 7 42 48 4 16 44 52 8 42 52 16 42 48 4 17 28 45 16 28 17 44 5 32 4 16 44 64 7 42 48 4 5 28 63 4 5 24 69 16 24
